"('Aclasta', 'PROPN')",1
"('Angiox', 'PROPN')",1
"('afin', 'ADV')",1
"('ailleurs', 'ADV')",1
"('ainsi', 'ADV')",1
"('alors', 'ADV')",1
"(""aujourd'hui"", 'ADV')",1
"('aussi', 'ADV')",1
"('avoir', 'AUX')",1
"('bien', 'ADV')",1
"('car', 'CCONJ')",1
"('ce', 'PRON')",1
"('ceci', 'PRON')",1
"('cela', 'PRON')",1
"('celui-ci', 'PRON')",1
"('cependant', 'ADV')",1
"('comme', 'SCONJ')",1
"('comment', 'ADV')",1
"('donc', 'ADV')",1
"('dont', 'PRON')",1
"('déjà', 'ADV')",1
"('en', 'PRON')",1
"('encore', 'ADV')",1
"('et', 'CCONJ')",1
"('eux', 'PRON')",1
"('faire', 'AUX')",1
"('finalement', 'ADV')",1
"('immédiatement', 'ADV')",1
"('jamais', 'ADV')",1
"('lequel', 'PRON')",1
"('lorsque', 'SCONJ')",1
"('lui', 'PRON')",1
"('là', 'ADV')",1
"('maintenant', 'ADV')",1
"('mais', 'CCONJ')",1
"('moi', 'PRON')",1
"('moins', 'ADV')",1
"('même', 'ADV')",1
"('ne', 'ADV')",1
"('ni', 'CCONJ')",1
"('non', 'ADV')",1
"('notamment', 'ADV')",1
"('nous', 'PRON')",1
"('on', 'PRON')",1
"('ou', 'CCONJ')",1
"('où', 'PRON')",1
"('particulièrement', 'ADV')",1
"('pas', 'ADV')",1
"('peu', 'ADV')",1
"('peut-être', 'ADV')",1
"('plus', 'ADV')",1
"('puis', 'CCONJ')",1
"('quand', 'SCONJ')",1
"('que', 'ADV')",1
"('que', 'PRON')",1
"('que', 'SCONJ')",1
"('qui', 'PRON')",1
"('rapidement', 'ADV')",1
"('récemment', 'ADV')",1
"('seulement', 'ADV')",1
"('si', 'SCONJ')",1
"('soi', 'PRON')",1
"('soit', 'CCONJ')",1
"('souvent', 'ADV')",1
"('surtout', 'ADV')",1
"('toujours', 'ADV')",1
"('tout', 'ADV')",1
"('tout', 'PRON')",1
"('trop', 'ADV')",1
"('très', 'ADV')",1
"('vous', 'PRON')",1
"('y', 'PRON')",1
"('également', 'ADV')",1
"('être', 'AUX')",1
"('/', 'ADP')",2
"('1', 'NUM')",2
"('10', 'NUM')",2
"('100', 'NUM')",2
"('11', 'NUM')",2
"('12', 'NUM')",2
"('13', 'NUM')",2
"('14', 'NUM')",2
"('15', 'NUM')",2
"('16', 'NUM')",2
"('17', 'NUM')",2
"('18', 'NUM')",2
"('2', 'NUM')",2
"('20', 'NUM')",2
"('21', 'NUM')",2
"('22', 'NUM')",2
"('24', 'NUM')",2
"('25', 'NUM')",2
"('3', 'NUM')",2
"('30', 'NUM')",2
"('3e', 'ADJ')",2
"('4', 'NUM')",2
"('5', 'NUM')",2
"('500', 'NUM')",2
"('6', 'NUM')",2
"('7', 'NUM')",2
"('8', 'NUM')",2
"('9', 'NUM')",2
"('ancien', 'ADJ')",2
"('après', 'ADP')",2
"('aucun', 'DET')",2
"('autre', 'ADJ')",2
"('avant', 'ADP')",2
"('avec', 'ADP')",2
"('bon', 'ADJ')",2
"('ce', 'DET')",2
"('certain', 'DET')",2
"('chaque', 'DET')",2
"('cher', 'ADJ')",2
"('chez', 'ADP')",2
"('cinq', 'NUM')",2
"('comme', 'ADP')",2
"('contre', 'ADP')",2
"('dans', 'ADP')",2
"('de', 'ADP')",2
"('depuis', 'ADP')",2
"('dernier', 'ADJ')",2
"('deux', 'NUM')",2
"('deuxième', 'ADJ')",2
"('devant', 'ADP')",2
"('du', 'DET')",2
"('durant', 'ADP')",2
"('dès', 'ADP')",2
"('en', 'ADP')",2
"('entre', 'ADP')",2
"('faible', 'ADJ')",2
"('faux', 'ADJ')",2
"('grand', 'ADJ')",2
"('jeune', 'ADJ')",2
"('jusque', 'ADP')",2
"('le', 'DET')",2
"('long', 'ADJ')",2
"('même', 'ADJ')",2
"('nombreux', 'ADJ')",2
"('nouveau', 'ADJ')",2
"('par', 'ADP')",2
"('parmi', 'ADP')",2
"('pendant', 'ADP')",2
"('petit', 'ADJ')",2
"('plusieurs', 'DET')",2
"('pour', 'ADP')",2
"('premier', 'ADJ')",2
"('prochain', 'ADJ')",2
"('quel', 'DET')",2
"('quelque', 'DET')",2
"('sans', 'ADP')",2
"('selon', 'ADP')",2
"('seul', 'ADJ')",2
"('son', 'DET')",2
"('sous', 'ADP')",2
"('sur', 'ADP')",2
"('tout', 'ADJ')",2
"('tout', 'DET')",2
"('trois', 'NUM')",2
"('un', 'DET')",2
"('vers', 'ADP')",2
"('à', 'ADP')",2
"('/', 'SYM')",3
"('août', 'NOUN')",3
"('avril', 'NOUN')",3
"('décembre', 'NOUN')",3
"('environ', 'ADV')",3
"('février', 'NOUN')",3
"('janvier', 'NOUN')",3
"('juillet', 'NOUN')",3
"('juin', 'NOUN')",3
"('mai', 'NOUN')",3
"('mars', 'NOUN')",3
"('octobre', 'NOUN')",3
"('rubrique', 'NOUN')",3
"('septembre', 'NOUN')",3
"('%', 'NOUN')",4
"('1989', 'NUM')",4
"('1991', 'NUM')",4
"('1994', 'NUM')",4
"('1995', 'NUM')",4
"('1998', 'NUM')",4
"('1999', 'NUM')",4
"('2000', 'NUM')",4
"('2001', 'NUM')",4
"('2002', 'NUM')",4
"('2004', 'NUM')",4
"('2005', 'NUM')",4
"('2006', 'NUM')",4
"('ACUITY', 'PROPN')",4
"('Alain', 'PROPN')",4
"('Alfred', 'PROPN')",4
"('Andrew', 'PROPN')",4
"('B', 'NOUN')",4
"('Christine', 'PROPN')",4
"('D', 'NOUN')",4
"('Didier', 'PROPN')",4
"('Elf', 'PROPN')",4
"('France', 'PROPN')",4
"('Francis', 'PROPN')",4
"('François', 'PROPN')",4
"('Guy', 'PROPN')",4
"('IIb/IIIa', 'PROPN')",4
"('Indochine', 'PROPN')",4
"('Jacques', 'PROPN')",4
"('Jean-Claude', 'PROPN')",4
"('Michel', 'PROPN')",4
"('Paget', 'PROPN')",4
"('Paris', 'PROPN')",4
"('Roland', 'PROPN')",4
"('Taïwan', 'PROPN')",4
"('Thomson', 'PROPN')",4
"('actif', 'ADJ')",4
"('amende', 'NOUN')",4
"('américain', 'ADJ')",4
"('an', 'NOUN')",4
"('approprié', 'ADJ')",4
"('calcium', 'NOUN')",4
"('cardiaque', 'ADJ')",4
"('charge', 'NOUN')",4
"('clinique', 'ADJ')",4
"('correctionnel', 'ADJ')",4
"('dentaire', 'ADJ')",4
"('diluer', 'VERB')",4
"('dollar', 'NOUN')",4
"('euro', 'NOUN')",4
"('européen', 'ADJ')",4
"('examen', 'NOUN')",4
"('exemple', 'NOUN')",4
"('fictif', 'ADJ')",4
"('financier', 'ADJ')",4
"('franc', 'NOUN')",4
"('français', 'ADJ')",4
"('grave', 'ADJ')",4
"('général', 'ADJ')",4
"('h', 'NOUN')",4
"('hanche', 'NOUN')",4
"('humain', 'ADJ')",4
"('illégal', 'ADJ')",4
"('indésirable', 'ADJ')",4
"('international', 'ADJ')",4
"('intraveineux', 'ADJ')",4
"('judiciaire', 'ADJ')",4
"('kg', 'NOUN')",4
"('local', 'ADJ')",4
"('majeur', 'ADJ')",4
"('mg', 'NOUN')",4
"('milliard', 'NOUN')",4
"('million', 'NOUN')",4
"('minute', 'NOUN')",4
"('ml', 'NOUN')",4
"('modéré', 'ADJ')",4
"('mois', 'NOUN')",4
"('monsieur', 'NOUN')",4
"('municipal', 'ADJ')",4
"('national', 'ADJ')",4
"('normal', 'ADJ')",4
"('occulte', 'ADJ')",4
"('oeuvre', 'NOUN')",4
"('osseux', 'ADJ')",4
"('particulier', 'ADJ')",4
"('police', 'NOUN')",4
"('politico-financier', 'ADJ')",4
"('politique', 'ADJ')",4
