"('Adam', 'PROPN')",0
"('Air', 'PROPN')",0
"('Al', 'PROPN')",0
"('Alain', 'PROPN')",0
"('Albert', 'PROPN')",0
"('Alexandre', 'PROPN')",0
"('Alexis', 'PROPN')",0
"('Alfred', 'PROPN')",0
"('Ali', 'PROPN')",0
"('Alice', 'PROPN')",0
"('Alphonse', 'PROPN')",0
"('André', 'PROPN')",0
"('Andy', 'PROPN')",0
"('Anna', 'PROPN')",0
"('Anne', 'PROPN')",0
"('Antoine', 'PROPN')",0
"('Arthur', 'PROPN')",0
"('B', 'PROPN')",0
"('Barack', 'PROPN')",0
"('Ben', 'PROPN')",0
"('Bernard', 'PROPN')",0
"('Billy', 'PROPN')",0
"('Black', 'PROPN')",0
"('Bob', 'PROPN')",0
"('C.', 'PROPN')",0
"('Catherine', 'PROPN')",0
"('Charles', 'PROPN')",0
"('Charlie', 'PROPN')",0
"('Chris', 'PROPN')",0
"('Christian', 'PROPN')",0
"('Christine', 'PROPN')",0
"('Christophe', 'PROPN')",0
"('Christopher', 'PROPN')",0
"('Claire', 'PROPN')",0
"('Claude', 'PROPN')",0
"('Clément', 'PROPN')",0
"('Columbia', 'PROPN')",0
"('César', 'PROPN')",0
"('Daniel', 'PROPN')",0
"('David', 'PROPN')",0
"('Disney', 'PROPN')",0
"('Dom', 'PROPN')",0
"('Dominique', 'PROPN')",0
"('Don', 'PROPN')",0
"('Edward', 'PROPN')",0
"('El', 'PROPN')",0
"('Eric', 'PROPN')",0
"('Eugène', 'PROPN')",0
"('Fiat', 'PROPN')",0
"('Francis', 'PROPN')",0
"('Frank', 'PROPN')",0
"('François', 'PROPN')",0
"('Frédéric', 'PROPN')",0
"('Félix', 'PROPN')",0
"('Gabriel', 'PROPN')",0
"('George', 'PROPN')",0
"('Georges', 'PROPN')",0
"('Giuseppe', 'PROPN')",0
"('Google', 'PROPN')",0
"('Grégoire', 'PROPN')",0
"('Guillaume', 'PROPN')",0
"('Guy', 'PROPN')",0
"('Gérard', 'PROPN')",0
"('Hans', 'PROPN')",0
"('Henri', 'PROPN')",0
"('Henry', 'PROPN')",0
"('Hermann', 'PROPN')",0
"('Hugues', 'PROPN')",0
"('I', 'PROPN')",0
"('Isabelle', 'PROPN')",0
"('Jack', 'PROPN')",0
"('Jacques', 'PROPN')",0
"('James', 'PROPN')",0
"('Jason', 'PROPN')",0
"('Jean', 'PROPN')",0
"('Jean-Baptiste', 'PROPN')",0
"('Jean-François', 'PROPN')",0
"('Jean-Paul', 'PROPN')",0
"('Jeanne', 'PROPN')",0
"('Jim', 'PROPN')",0
"('John', 'PROPN')",0
"('Jon', 'PROPN')",0
"('Joseph', 'PROPN')",0
"('José', 'PROPN')",0
"('Juan', 'PROPN')",0
"('Jules', 'PROPN')",0
"('Julien', 'PROPN')",0
"('Karl', 'PROPN')",0
"('Kevin', 'PROPN')",0
"('La', 'PROPN')",0
"('Laurent', 'PROPN')",0
"('Lord', 'PROPN')",0
"('Los', 'PROPN')",0
"('Louis', 'PROPN')",0
"('Louise', 'PROPN')",0
"('Lutzia', 'PROPN')",0
"('Léon', 'PROPN')",0
"('M.', 'NOUN')",0
"('Manchester', 'PROPN')",0
"('Manuel', 'PROPN')",0
"('Marc', 'PROPN')",0
"('Marcel', 'PROPN')",0
"('Maria', 'PROPN')",0
"('Marie', 'PROPN')",0
"('Mark', 'PROPN')",0
"('Martin', 'PROPN')",0
"('Marvel', 'PROPN')",0
"('Mary', 'PROPN')",0
"('Maurice', 'PROPN')",0
"('Michael', 'PROPN')",0
"('Michel', 'PROPN')",0
"('Mickey', 'PROPN')",0
"('Mike', 'PROPN')",0
"('Mme', 'NOUN')",0
"('Mohamed', 'PROPN')",0
"('Napoléon', 'PROPN')",0
"('New', 'PROPN')",0
"('Nick', 'PROPN')",0
"('Nicolas', 'PROPN')",0
"('Notre-Dame', 'PROPN')",0
"('Olivier', 'PROPN')",0
"('Pascal', 'PROPN')",0
"('Patrick', 'PROPN')",0
"('Paul', 'PROPN')",0
"('Pearl', 'PROPN')",0
"('Peter', 'PROPN')",0
"('Philippe', 'PROPN')",0
"('Pierre', 'PROPN')",0
"('Porto', 'PROPN')",0
"('Ray', 'PROPN')",0
"('Raymond', 'PROPN')",0
"('René', 'PROPN')",0
"('Richard', 'PROPN')",0
"('Rio', 'PROPN')",0
"('Robert', 'PROPN')",0
"('Roger', 'PROPN')",0
"('Saint', 'PROPN')",0
"('Sam', 'PROPN')",0
"('San', 'PROPN')",0
"('Santa', 'PROPN')",0
"('Sidi', 'PROPN')",0
"('Simon', 'PROPN')",0
"('Sony', 'PROPN')",0
"('Stephen', 'PROPN')",0
"('Steve', 'PROPN')",0
"('Steven', 'PROPN')",0
"('Sylvain', 'PROPN')",0
"('The', 'PROPN')",0
"('Thierry', 'PROPN')",0
"('Thomas', 'PROPN')",0
"('Tito', 'PROPN')",0
"('Tony', 'PROPN')",0
"('Victor', 'PROPN')",0
"('Victoria', 'PROPN')",0
"('Vincent', 'PROPN')",0
"('Virgin', 'PROPN')",0
"('Vladimir', 'PROPN')",0
"('Warner', 'PROPN')",0
"('West', 'PROPN')",0
"('William', 'PROPN')",0
"('Windows', 'PROPN')",0
"('madame', 'NOUN')",0
"('saint', 'PROPN')",0
"('Édouard', 'PROPN')",0
"('Émile', 'PROPN')",0
"('Éric', 'PROPN')",0
"('Étienne', 'PROPN')",0
"('Champagne-Ardenne', 'PROPN')",1
"('D', 'PROPN')",1
"('Languedoc-Roussillon', 'PROPN')",1
"('Midi-Pyrénées', 'PROPN')",1
"('académique', 'ADJ')",1
"('actif', 'ADJ')",1
"('actuel', 'ADJ')",1
"('adjacent', 'ADJ')",1
"('administratif', 'ADJ')",1
"('adverse', 'ADJ')",1
"('adéquat', 'ADJ')",1
"('africain', 'ADJ')",1
"('agricole', 'ADJ')",1
"('algérien', 'ADJ')",1
"('alimentaire', 'ADJ')",1
"('allemand', 'ADJ')",1
"('allié', 'ADJ')",1
"('alternatif', 'ADJ')",1
"('ambitieux', 'ADJ')",1
"('amical', 'ADJ')",1
"('américain', 'ADJ')",1
"('anglais', 'ADJ')",1
"('animé', 'ADJ')",1
"('annuel', 'ADJ')",1
"('antique', 'ADJ')",1
"('antérieur', 'ADJ')",1
"('aquatique', 'ADJ')",1
"('arabe', 'ADJ')",1
"('aranéomorphe', 'ADJ')",1
"('architectural', 'ADJ')",1
"('archéologique', 'ADJ')",1
"('armé', 'ADJ')",1
"('arrière', 'ADJ')",1
"('artificiel', 'ADJ')",1
"('artistique', 'ADJ')",1
"('asiatique', 'ADJ')",1
"('associatif', 'ADJ')",1
"('australien', 'ADJ')",1
"('automatique', 'ADJ')",1
"('automobile', 'ADJ')",1
"('autonome', 'ADJ')",1
"('autrichien', 'ADJ')",1
"('avancé', 'ADJ')",1
"('aérien', 'ADJ')",1
"('aîné', 'ADJ')",1
"('bancaire', 'ADJ')",1
"('baroque', 'ADJ')",1
"('bas', 'ADJ')",1
"('belge', 'ADJ')",1
"('biologique', 'ADJ')",1
"('blanc', 'ADJ')",1
"('bleu', 'ADJ')",1
"('breton', 'ADJ')",1
"('britannique', 'ADJ')",1
"('brut', 'ADJ')",1
"('brésilien', 'ADJ')",1
"('byzantin', 'ADJ')",1
